CE-CO,CE-PM10,julian_day,hour
6.86013986013984,55.93006993006976,148,11
6.958041958041937,55.27972027972011,148,12
6.86013986013984,54.67832167832152,148,13
6.566433566433547,54.60839160839144,148,14
6.2447552447552255,54.4685314685313,148,15
5.832167832167814,54.53146853146836,148,16
5.510489510489494,54.91608391608375,148,17
5.230769230769215,54.930069930069756,148,18
5.020979020979006,55.048951048950876,148,19
4.909090909090894,55.11888111888095,148,20
4.916083916083901,54.75524475524459,148,21
4.923076923076908,54.664335664335496,148,22
5.005721551176081,54.74125874125858,148,23
5.010171646535268,54.79020979020962,149,0
5.013350286077544,54.846153846153676,149,1
5.015257469802909,55.370629370629196,149,2
4.862047043865211,55.95104895104878,149,3
4.861411315956755,56.48251748251731,149,4
5.062301335028592,56.96503496503479,149,5
5.205975842339463,56.93706293706276,149,6
5.432294977749507,56.671328671328496,149,7
5.790209790209772,55.96503496503479,149,8
6.174825174825157,54.99999999999984,149,9
6.4335664335664156,54.53846153846136,149,10
6.545454545454525,53.51048951048935,149,11
6.517482517482499,52.37762237762222,149,12
6.3496503496503305,51.26573426573411,149,13
6.041958041958024,50.30069930069915,149,14
5.671328671328654,49.60839160839146,149,15
5.419580419580403,48.97902097902083,149,16
5.174825174825159,48.6503496503495,149,17
4.811188811188797,48.13986013985999,149,18
4.6013986013985875,47.68531468531454,149,19
4.510489510489497,47.447552447552304,149,20
4.412587412587399,47.433566433566284,149,21
4.321678321678308,47.49650349650335,149,22
4.174825174825163,46.81818181818168,149,23
3.9999999999999876,46.31468531468518,150,0
3.748251748251737,45.67132867132853,150,1
3.60139860139859,44.90909090909077,150,2
3.5734265734265627,44.062937062936925,150,3
3.4335664335664227,43.10489510489498,150,4
3.412587412587402,42.3286713286712,150,5
3.496503496503485,41.230769230769106,150,6
3.67132867132866,40.104895104894986,150,7
3.8461538461538343,39.167832167832046,150,8
4.237762237762225,38.31468531468519,150,9
4.664335664335651,37.51748251748241,150,10
4.944055944055929,36.67132867132856,150,11
5.125874125874111,36.14685314685304,150,12
5.181818181818166,35.44055944055933,150,13
5.251748251748236,34.52447552447542,150,14
5.321678321678306,33.74125874125863,150,15
5.223776223776208,33.08391608391598,150,16
5.125874125874111,32.853146853146754,150,17
4.96503496503495,32.47552447552438,150,18
4.755244755244741,32.174825174825074,150,19
4.510489510489497,31.867132867132767,150,20
4.412587412587399,31.685314685314587,150,21
4.321678321678308,31.7972027972027,150,22
4.174825174825163,31.95804195804186,150,23
3.9999999999999876,32.167832167832074,151,0
3.748251748251737,32.24475524475515,151,1
3.5244755244755135,32.3006993006992,151,2
3.4965034965034856,32.62937062937053,151,3
3.496503496503485,33.13986013986004,151,4
3.5104895104894993,33.66433566433556,151,5
3.60139860139859,33.86713286713277,151,6
3.895104895104883,33.87412587412577,151,7
4.349650349650336,33.50349650349641,151,8
4.923076923076908,33.13986013986004,151,9
5.5734265734265565,33.076923076922974,151,10
6.167832167832149,33.09090909090899,151,11
6.573426573426554,33.62237762237752,151,12
6.825174825174805,34.85314685314675,151,13
6.895104895104875,36.34965034965024,151,14
6.86013986013984,37.93706293706282,151,15
6.643356643356624,39.37762237762226,151,16
6.2447552447552255,40.43356643356631,151,17
5.832167832167814,41.17482517482505,151,18
5.510489510489494,41.51748251748239,151,19
5.230769230769215,41.08391608391596,151,20
5.020979020979006,40.244755244755126,151,21
4.909090909090894,39.18181818181806,151,22
4.923076923076908,37.965034965034846,151,23
4.923076923076908,37.16783216783205,152,0
4.999999999999985,36.65734265734255,152,1
4.999999999999985,36.04195804195793,152,2
4.923076923076908,35.6083916083915,152,3
4.846153846153832,35.44755244755234,152,4
4.909090909090894,35.63636363636353,152,5
5.0069930069929915,36.17482517482507,152,6
5.26573426573425,36.818181818181706,152,7
5.643356643356626,37.44755244755233,152,8
6.1748251748251555,38.23776223776213,152,9
6.664335664335644,38.888111888111766,152,10
7.1608391608391395,39.4195804195803,152,11
7.482517482517459,39.49650349650338,152,12
7.615384615384593,39.27272727272715,152,13
7.545454545454523,38.79720279720268,152,14
7.1818181818181595,38.5174825174824,152,15
6.832167832167812,38.342657342657226,152,16
6.573426573426554,38.33566433566422,152,17
6.328671328671309,38.3146853146852,152,18
6.265734265734247,38.482517482517366,152,19
6.321678321678302,39.104895104894986,152,20
6.587412587412567,39.97202797202785,152,21
6.7552447552447346,40.93706293706281,152,22
6.916083916083895,41.97902097902085,152,23
6.916083916083895,42.573426573426445,153,0
6.7552447552447346,43.377622377622245,153,1
6.587412587412567,44.18881118881106,153,2
6.321678321678302,45.12587412587399,153,3
6.1888111888111705,46.062937062936925,153,4
6.251748251748232,46.888111888111744,153,5
6.482517482517462,47.426573426573285,153,6
6.853146853146832,47.91608391608377,153,7
7.412587412587389,48.30069930069915,153,8
7.979020979020955,48.60139860139846,153,9
8.447552447552422,48.69930069930055,153,10
